Model,MDO3024
Firmware Version,1.10

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4,,
Horizontal Delay,0,,
Sample Interval,0.0004,,
Record Length,100000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.5,0.5
Vertical Position,0.96,-1,-1.96
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-8.285200e+00,2,-0.04,0.08
-8.284800e+00,2,-0.04,0.08
-8.284400e+00,1.96,-0.04,0.06
-8.284000e+00,2.08,-0.06,0.06
-8.283600e+00,2.08,-0.04,0.06
-8.283200e+00,2,-0.04,0.06
-8.282800e+00,2,-0.08,0.06
-8.282400e+00,2,-0.04,0.06
-8.282000e+00,2.04,-0.04,0.06
-8.281600e+00,2.04,-0.04,0.06
-8.281200e+00,2,-0.06,0.06
-8.280800e+00,2,-0.02,0.04
-8.280400e+00,2,-0.06,0.06
-8.280000e+00,2,-0.04,0.08
-8.279600e+00,1.96,-0.04,0.04
-8.279200e+00,2,-0.04,0.08
-8.278800e+00,1.96,-0.04,0.06
-8.278400e+00,2.04,-0.04,0.04
-8.278000e+00,2,-0.04,0.06
-8.277600e+00,2,-0.04,0.06
-8.277200e+00,1.96,-0.04,0.06
-8.276800e+00,2,-0.04,0.06
-8.276400e+00,2,-0.04,0.06
-8.276000e+00,2,-0.04,0.08
-8.275600e+00,1.96,-0.04,0.06
-8.275200e+00,2,-0.06,0.06
-8.274800e+00,2,-0.04,0.08
-8.274400e+00,2.04,-0.06,0.04
-8.274000e+00,2,-0.04,0.08
-8.273600e+00,1.96,-0.02,0.06
-8.273200e+00,2,-0.06,0.04
-8.272800e+00,1.96,-0.04,0.06
-8.272400e+00,2.04,-0.04,0.06
-8.272000e+00,2,-0.04,0.08
-8.271600e+00,2,-0.04,0.04
-8.271200e+00,2.04,-0.04,0.04
-8.270800e+00,2,-0.04,0.06
-8.270400e+00,2.04,-0.04,0.08
-8.270000e+00,2,-0.04,0.06
-8.269600e+00,2,-0.02,0.06
-8.269200e+00,1.96,-0.04,0.06
-8.268800e+00,1.96,-0.06,0.06
-8.268400e+00,1.96,-0.04,0.06
-8.268000e+00,2,-0.04,0.06
-8.267600e+00,2,-0.02,0.04
-8.267200e+00,2.04,-0.02,0.04
-8.266800e+00,2.04,-0.04,0.04
-8.266400e+00,1.96,-0.02,0.08
-8.266000e+00,2,-0.02,0.06
-8.265600e+00,2,-0.04,0.06
-8.265200e+00,1.96,-0.06,0.06
-8.264800e+00,2,-0.04,0.06
-8.264400e+00,2.04,-0.04,0.08
-8.264000e+00,2,-0.04,0.02
-8.263600e+00,2,-0.02,0.06
-8.263200e+00,1.96,-0.06,0.08
-8.262800e+00,1.96,-0.02,0.06
-8.262400e+00,2.04,-0.06,0.06
-8.262000e+00,2,-0.04,0.06
-8.261600e+00,2,-0.06,0.08
-8.261200e+00,2.04,-0.04,0.04
-8.260800e+00,2.04,-0.04,0.06
-8.260400e+00,2,-0.04,0.06
-8.260000e+00,2.04,-0.04,0.06
-8.259600e+00,2.04,-0.04,0.06
-8.259200e+00,1.96,-0.04,0.06
-8.258800e+00,2,-0.04,0.06
-8.258400e+00,2,-0.04,0.06
-8.258000e+00,2,-0.06,0.06
-8.257600e+00,2,-0.02,0.06
-8.257200e+00,1.96,-0.02,0.08
-8.256800e+00,1.96,-0.02,0.06
-8.256400e+00,2,-0.02,0.06
-8.256000e+00,2.04,-0.04,0.04
-8.255600e+00,2.04,-0.04,0.06
-8.255200e+00,2,-0.02,0.06
-8.254800e+00,1.96,-0.02,0.04
-8.254400e+00,2.04,-0.04,0.06
-8.254000e+00,2.04,-0.04,0.06
-8.253600e+00,2,-0.04,0.06
-8.253200e+00,2.04,-0.04,0.06
-8.252800e+00,1.96,-0.04,0.06
-8.252400e+00,1.96,-0.02,0.06
-8.252000e+00,1.96,-0.04,0.06
-8.251600e+00,2,-0.04,0.08
-8.251200e+00,1.96,-0.04,0.06
-8.250800e+00,2,-0.04,0.06
-8.250400e+00,2,-0.02,0.04
-8.250000e+00,2,-0.06,0.06
-8.249600e+00,2.04,-0.06,0.06
-8.249200e+00,2,-0.04,0.04
-8.248800e+00,2,-0.06,0.06
-8.248400e+00,2.04,-0.04,0.06
-8.248000e+00,2,-0.06,0.06
-8.247600e+00,2,-0.04,0.06
-8.247200e+00,1.96,-0.04,0.08
-8.246800e+00,1.96,-0.04,0.06
-8.246400e+00,2.04,-0.04,0.04
-8.246000e+00,2,-0.04,0.04
-8.245600e+00,2,-0.04,0.08
-8.245200e+00,2.04,-0.04,0.06
-8.244800e+00,1.96,-0.02,0.06
-8.244400e+00,2,-0.02,0.08
-8.244000e+00,2,-0.04,0.06
-8.243600e+00,2.04,-0.04,0.06
-8.243200e+00,2.04,-0.04,0.08
-8.242800e+00,1.96,-0.02,0.06
-8.242400e+00,2,-0.04,0.06
-8.242000e+00,2.04,-0.04,0.06
-8.241600e+00,2,-0.04,0.06
-8.241200e+00,2,-0.02,0.06
-8.240800e+00,1.96,-0.04,0.06
-8.240400e+00,2.04,-0.04,0.04
-8.240000e+00,2,-0.06,0.04
-8.239600e+00,2,-0.02,0.06
-8.239200e+00,2,-0.04,0.04
-8.238800e+00,2.04,-0.04,0.06
-8.238400e+00,2,-0.06,0.04
-8.238000e+00,1.96,-0.04,0.06
-8.237600e+00,1.96,-0.04,0.06
-8.237200e+00,1.96,-0.02,0.06
-8.236800e+00,2,-0.04,0.06
-8.236400e+00,2,-0.04,0.04
-8.236000e+00,2,-0.04,0.06
-8.235600e+00,2.04,-0.02,0.06
-8.235200e+00,2,-0.06,0.06
-8.234800e+00,2.04,-0.06,0.04
-8.234400e+00,2,-0.04,0.04
-8.234000e+00,1.96,-0.04,0.06
-8.233600e+00,2,-0.04,0.06
-8.233200e+00,1.92,-0.04,0.04
-8.232800e+00,1.96,-0.04,0.06
-8.232400e+00,1.96,-0.02,0.06
-8.232000e+00,2,-0.06,0.06
-8.231600e+00,2,-0.04,0.08
-8.231200e+00,2,-0.06,0.06
-8.230800e+00,1.96,-0.04,0.08
-8.230400e+00,2.04,-0.06,0.06
-8.230000e+00,2,-0.04,0.06
-8.229600e+00,1.96,-0.02,0.06
-8.229200e+00,2,-0.04,0.06
-8.228800e+00,2.04,-0.06,0.06
-8.228400e+00,2,-0.04,0.08
-8.228000e+00,2,-0.04,0.04
-8.227600e+00,2,-0.02,0.06
-8.227200e+00,1.96,-0.06,0.04
-8.226800e+00,2.04,-0.06,0.06
-8.226400e+00,1.96,-0.06,0.06
-8.226000e+00,2,-0.04,0.06
-8.225600e+00,1.96,-0.04,0.06
-8.225200e+00,2,-0.06,0.06
-8.224800e+00,1.96,-0.04,0.06
-8.224400e+00,2,-0.06,0.04
-8.224000e+00,1.96,-0.02,0.06
-8.223600e+00,2,-0.04,0.06
-8.223200e+00,2,-0.06,0.06
-8.222800e+00,1.96,-0.04,0.06
-8.222400e+00,1.96,-0.04,0.04
-8.222000e+00,2.04,-0.04,0.08
-8.221600e+00,2.04,-0.04,0.06
-8.221200e+00,1.96,-0.04,0.06
-8.220800e+00,2.04,-0.06,0.06
-8.220400e+00,2,-0.04,0.06
-8.220000e+00,2,-0.06,0.06
-8.219600e+00,2,-0.02,0.06
-8.219200e+00,2,-0.04,0.06
-8.218800e+00,1.96,-0.04,0.06
-8.218400e+00,2.04,-0.04,0.04
-8.218000e+00,2,-0.04,0.06
-8.217600e+00,2.04,-0.04,0.08
-8.217200e+00,2,-0.04,0.08
-8.216800e+00,2,-0.06,0.06
-8.216400e+00,2,-0.04,0.04
-8.216000e+00,1.96,-0.04,0.06
-8.215600e+00,2,-0.04,0.04
-8.215200e+00,2,-0.04,0.04
-8.214800e+00,1.96,-0.06,0.06
-8.214400e+00,2,-0.04,0.06
-8.214000e+00,2,-0.02,0.08
-8.213600e+00,1.96,-0.06,0.06
-8.213200e+00,2,-0.04,0.06
-8.212800e+00,2,-0.04,0.04
-8.212400e+00,2,-0.04,0.06
-8.212000e+00,2,-0.04,0.06
-8.211600e+00,2,-0.02,0.04
-8.211200e+00,2,-0.04,0.04
-8.210800e+00,2,-0.04,0.04
-8.210400e+00,2,-0.02,0.06
-8.210000e+00,1.96,-0.02,0.06
-8.209600e+00,2,-0.04,0.06
-8.209200e+00,1.96,-0.04,0.06
-8.208800e+00,2,-0.04,0.06
-8.208400e+00,2,-0.04,0.06
-8.208000e+00,1.96,-0.04,0.06
-8.207600e+00,2,-0.04,0.06
-8.207200e+00,2,-0.04,0.06
-8.206800e+00,1.96,-0.04,0.06
-8.206400e+00,2,-0.04,0.04
-8.206000e+00,1.96,-0.04,0.06
-8.205600e+00,1.96,-0.04,0.06
-8.205200e+00,2,-0.04,0.06
-8.204800e+00,2.04,-0.04,0.08
-8.204400e+00,2,-0.04,0.04
-8.204000e+00,2,-0.04,0.06
-8.203600e+00,2.04,-0.04,0.06
-8.203200e+00,2,-0.04,0.06
-8.202800e+00,2,-0.04,0.06
-8.202400e+00,2.04,-0.04,0.06
-8.202000e+00,2.04,-0.06,0.06
-8.201600e+00,2,-0.04,0.04
-8.201200e+00,2,-0.04,0.06
-8.200800e+00,2,-0.06,0.04
-8.200400e+00,1.96,-0.02,0.06
-8.200000e+00,2,-0.04,0.06
-8.199600e+00,2,-0.04,0.06
-8.199200e+00,2,-0.06,0.06
-8.198800e+00,2.04,-0.04,0.06
-8.198400e+00,1.96,-0.04,0.04
-8.198000e+00,1.96,-0.04,0.06
-8.197600e+00,2,-0.04,0.08
-8.197200e+00,2,-0.02,0.04
-8.196800e+00,1.96,-0.04,0.04
-8.196400e+00,2,-0.04,0.06
-8.196000e+00,1.96,-0.04,0.06
-8.195600e+00,2.04,-0.06,0.06
-8.195200e+00,2,-0.06,0.04
-8.194800e+00,1.96,-0.02,0.06
-8.194400e+00,1.96,-0.04,0.06
-8.194000e+00,2.04,-0.04,0.06
-8.193600e+00,2.04,-0.04,0.06
-8.193200e+00,2.04,-0.02,0.04
-8.192800e+00,2,-0.04,0.06
-8.192400e+00,2,-0.04,0.06
-8.192000e+00,2.04,-0.04,0.06
-8.191600e+00,2.04,-0.04,0.06
-8.191200e+00,2,-0.08,0.08
-8.190800e+00,2.04,-0.04,0.08
-8.190400e+00,2,-0.02,0.06
-8.190000e+00,2,-0.04,0.06
-8.189600e+00,1.96,-0.04,0.04
-8.189200e+00,2,-0.02,0.04
-8.188800e+00,1.96,-0.04,0.06
-8.188400e+00,2,-0.02,0.04
-8.188000e+00,2.04,-0.06,0.06
-8.187600e+00,1.96,-0.04,0.04
-8.187200e+00,2,-0.04,0.04
-8.186800e+00,2,-0.04,0.06
-8.186400e+00,2,-0.04,0.06
-8.186000e+00,2,-0.06,0.06
-8.185600e+00,2,-0.04,0.06
-8.185200e+00,2.04,-0.04,0.04
-8.184800e+00,2.04,-0.04,0.04
-8.184400e+00,2.04,-0.02,0.04
-8.184000e+00,1.96,-0.04,0.04
-8.183600e+00,2,-0.04,0.06
-8.183200e+00,2,-0.02,0.06
-8.182800e+00,2,-0.02,0.06
-8.182400e+00,2.04,-0.06,0.04
-8.182000e+00,2,-0.06,0.06
-8.181600e+00,2,-0.06,0.04
-8.181200e+00,2,-0.04,0.06
-8.180800e+00,2.04,-0.04,0.06
-8.180400e+00,2.04,-0.04,0.06
-8.180000e+00,2,-0.04,0.04
-8.179600e+00,2,-0.06,0.06
-8.179200e+00,2.04,-0.04,0.06
-8.178800e+00,1.96,-0.04,0.06
-8.178400e+00,1.96,-0.06,0.04
-8.178000e+00,2,-0.02,0.06
-8.177600e+00,2,-0.04,0.06
-8.177200e+00,2,-0.06,0.04
-8.176800e+00,2.04,-0.04,0.06
-8.176400e+00,2.04,-0.04,0.06
-8.176000e+00,1.96,-0.04,0.06
-8.175600e+00,1.96,-0.06,0.06
-8.175200e+00,1.96,-0.04,0.04
-8.174800e+00,1.96,-0.04,0.06
-8.174400e+00,2,-0.04,0.06
-8.174000e+00,2,-0.04,0.04
-8.173600e+00,1.96,-0.04,0.06
-8.173200e+00,2,-0.06,0.06
-8.172800e+00,1.96,-0.04,0.04
-8.172400e+00,2,-0.04,0.06
-8.172000e+00,1.96,-0.04,0.06
-8.171600e+00,2,-0.04,0.06
-8.171200e+00,2,-0.04,0.04
-8.170800e+00,1.96,-0.04,0.06
-8.170400e+00,2,-0.02,0.04
-8.170000e+00,2,-0.04,0.06
-8.169600e+00,2,-0.04,0.06
-8.169200e+00,2,-0.04,0.06
-8.168800e+00,1.96,-0.04,0.06
-8.168400e+00,2,-0.06,0.06
-8.168000e+00,2,-0.06,0.04
-8.167600e+00,1.96,-0.06,0.08
-8.167200e+00,1.96,-0.02,0.06
-8.166800e+00,2,-0.04,0.06
-8.166400e+00,2,-0.04,0.06
-8.166000e+00,2.04,-0.04,0.06
-8.165600e+00,2,-0.04,0.08
-8.165200e+00,1.96,-0.02,0.06
-8.164800e+00,1.96,-0.04,0.04
-8.164400e+00,2,-0.04,0.06
-8.164000e+00,2.04,-0.06,0.06
-8.163600e+00,2,-0.04,0.06
-8.163200e+00,1.96,-0.04,0.06
-8.162800e+00,2.04,-0.06,0.04
-8.162400e+00,2,-0.02,0.08
-8.162000e+00,2.04,-0.02,0.06
-8.161600e+00,2.04,-0.06,0.06
-8.161200e+00,2.04,-0.04,0.02
-8.160800e+00,2,-0.02,0.06
-8.160400e+00,2,-0.04,0.06
-8.160000e+00,2,-0.04,0.04
-8.159600e+00,1.96,-0.02,0.04
-8.159200e+00,2.04,-0.04,0.06
-8.158800e+00,2.04,-0.04,0.06
-8.158400e+00,2,-0.04,0.06
-8.158000e+00,2.04,-0.04,0.04
-8.157600e+00,2,-0.02,0.04
-8.157200e+00,2,-0.06,0.04
-8.156800e+00,2,-0.04,0.06
-8.156400e+00,2,-0.04,0.04
-8.156000e+00,2,-0.04,0.04
-8.155600e+00,2,-0.06,0.04
-8.155200e+00,1.96,-0.04,0.06
-8.154800e+00,2,-0.02,0.04
-8.154400e+00,2,-0.04,0.04
-8.154000e+00,2,-0.02,0.04
-8.153600e+00,2,-0.04,0.06
-8.153200e+00,1.96,-0.04,0.06
-8.152800e+00,2,-0.04,0.06
-8.152400e+00,2,-0.04,0.06
-8.152000e+00,1.96,-0.04,0.04
-8.151600e+00,1.96,-0.06,0.06
-8.151200e+00,2,-0.04,0.04
-8.150800e+00,2.04,-0.02,0.04
-8.150400e+00,2,-0.04,0.06
-8.150000e+00,2,-0.02,0.04
-8.149600e+00,2,-0.04,0.06
-8.149200e+00,2.04,-0.06,0.06
-8.148800e+00,2,-0.02,0.08
-8.148400e+00,1.96,-0.06,0.06
-8.148000e+00,2.04,-0.02,0.06
-8.147600e+00,2,-0.02,0.06
-8.147200e+00,2,-0.04,0.04
-8.146800e+00,2,-0.04,0.06
-8.146400e+00,2,-0.04,0.04
-8.146000e+00,2,-0.04,0.04
-8.145600e+00,2,-0.02,0.06
-8.145200e+00,2,-0.06,0.06
-8.144800e+00,2.04,-0.04,0.04
-8.144400e+00,2,-0.04,0.06
-8.144000e+00,2.04,-0.02,0.06
-8.143600e+00,2.04,-0.04,0.06
-8.143200e+00,2,-0.04,0.04
-8.142800e+00,2,-0.04,0.04
-8.142400e+00,1.96,-0.06,0.06
-8.142000e+00,2,-0.06,0.06
-8.141600e+00,2.04,-0.06,0.06
-8.141200e+00,2,-0.04,0.06
-8.140800e+00,1.96,-0.04,0.06
-8.140400e+00,2.04,-0.06,0.04
-8.140000e+00,1.96,-0.04,0.04
-8.139600e+00,2.04,-0.04,0.08
-8.139200e+00,2.04,-0.02,0.08
-8.138800e+00,2.04,-0.04,0.08
-8.138400e+00,2.04,-0.04,0.06
-8.138000e+00,2,-0.04,0.06
-8.137600e+00,2.04,-0.04,0.04
-8.137200e+00,1.96,-0.04,0.06
-8.136800e+00,2.04,-0.04,0.04
-8.136400e+00,2,-0.04,0.06
-8.136000e+00,2,-0.02,0.06
-8.135600e+00,2.04,-0.04,0.04
-8.135200e+00,2,-0.04,0.08
-8.134800e+00,2.04,-0.04,0.06
-8.134400e+00,1.96,-0.06,0.02
-8.134000e+00,2.04,-0.04,0.06
-8.133600e+00,2,-0.06,0.06
-8.133200e+00,2,-0.06,0.06
-8.132800e+00,2,-0.02,0.06
-8.132400e+00,2,-0.02,0.06
-8.132000e+00,2,-0.04,0.06
-8.131600e+00,1.96,-0.04,0.04
-8.131200e+00,2,-0.04,0.06
-8.130800e+00,1.96,-0.06,0.06
-8.130400e+00,2.04,-0.06,0.06
-8.130000e+00,1.96,-0.04,0.06
-8.129600e+00,1.96,-0.04,0.04
-8.129200e+00,2.04,-0.02,0.04
-8.128800e+00,2,-0.06,0.08
-8.128400e+00,2,-0.04,0.06
-8.128000e+00,2,-0.04,0.06
-8.127600e+00,2,-0.04,0.06
-8.127200e+00,2,-0.08,0.04
-8.126800e+00,2,-0.04,0.06
-8.126400e+00,2,-0.02,0.06
-8.126000e+00,2,-0.06,0.04
-8.125600e+00,2.04,-0.04,0.04
-8.125200e+00,2,-0.04,0.02
-8.124800e+00,2.04,-0.02,0.06
-8.124400e+00,2,-0.04,0.06
-8.124000e+00,2,-0.04,0.06
-8.123600e+00,2,-0.06,0.06
-8.123200e+00,2,-0.02,0.04
-8.122800e+00,2,-0.04,0.04
-8.122400e+00,1.96,-0.04,0.06
-8.122000e+00,1.96,-0.04,0.08
-8.121600e+00,2,-0.04,0.06
-8.121200e+00,2,-0.06,0.06
-8.120800e+00,2,-0.06,0.06
-8.120400e+00,1.96,-0.04,0.06
-8.120000e+00,2,-0.04,0.06
-8.119600e+00,2,-0.04,0.04
-8.119200e+00,2.04,-0.04,0.04
-8.118800e+00,2,-0.06,0.06
-8.118400e+00,2.04,-0.04,0.06
-8.118000e+00,1.96,-0.04,0.08
-8.117600e+00,1.96,-0.04,0.06
-8.117200e+00,2,-0.04,0.06
-8.116800e+00,2.04,-0.04,0.04
-8.116400e+00,2.04,-0.02,0.06
-8.116000e+00,2,-0.04,0.06
-8.115600e+00,2,-0.06,0.06
-8.115200e+00,1.96,-0.04,0.02
-8.114800e+00,2.04,-0.04,0.06
-8.114400e+00,2,-0.04,0.04
-8.114000e+00,2,-0.02,0.06
-8.113600e+00,2,-0.04,0.06
-8.113200e+00,1.96,-0.02,0.06
-8.112800e+00,2,-0.06,0.06
-8.112400e+00,2,-0.04,0.04
-8.112000e+00,2,-0.06,0.06
-8.111600e+00,1.96,-0.04,0.04
-8.111200e+00,2,-0.04,0.04
-8.110800e+00,1.96,-0.04,0.06
-8.110400e+00,2,-0.04,0.06
-8.110000e+00,2,-0.06,0.04
-8.109600e+00,1.96,-0.04,0.06
-8.109200e+00,1.96,-0.04,0.06
-8.108800e+00,1.96,-0.04,0.04
-8.108400e+00,2,-0.06,0.04
-8.108000e+00,2,-0.04,0.04
-8.107600e+00,1.96,-0.04,0.06
-8.107200e+00,2,-0.06,0.06
-8.106800e+00,1.96,-0.02,0.06
-8.106400e+00,1.96,-0.06,0.06
-8.106000e+00,2,-0.06,0.04
-8.105600e+00,2,-0.02,0.06
-8.105200e+00,1.96,-0.04,0.04
-8.104800e+00,2,-0.04,0.04
-8.104400e+00,2,-0.04,0.04
-8.104000e+00,2,-0.04,0.04
-8.103600e+00,2,-0.04,0.08
-8.103200e+00,1.96,-0.04,0.06
-8.102800e+00,2,-0.04,0.02
-8.102400e+00,1.96,-0.04,0.06
-8.102000e+00,2,-0.06,0.06
-8.101600e+00,2.04,-0.06,0.06
-8.101200e+00,2,-0.02,0.04
-8.100800e+00,2,-0.06,0.06
-8.100400e+00,1.96,-0.04,0.06
-8.100000e+00,1.96,-0.06,0.06
-8.099600e+00,1.96,-0.06,0.06
-8.099200e+00,2,-0.06,0.04
-8.098800e+00,2,-0.06,0.06
-8.098400e+00,2,-0.06,0.04
-8.098000e+00,1.96,-0.04,0.04
-8.097600e+00,1.92,-0.04,0.04
-8.097200e+00,2,-0.04,0.04
-8.096800e+00,1.96,-0.06,0.06
-8.096400e+00,1.96,-0.06,0.08
-8.096000e+00,2,-0.04,0.04
-8.095600e+00,2,-0.04,0.06
-8.095200e+00,1.96,-0.06,0.06
-8.094800e+00,2,-0.04,0.06
-8.094400e+00,1.96,-0.06,0.06
-8.094000e+00,2,-0.04,0.06
-8.093600e+00,1.96,-0.04,0.04
-8.093200e+00,2.04,-0.04,0.04
-8.092800e+00,2.04,-0.06,0.06
-8.092400e+00,2,-0.06,0.06
-8.092000e+00,2,-0.06,0.06
-8.091600e+00,2,-0.02,0.04
-8.091200e+00,2.08,-0.04,0.04
-8.090800e+00,2,-0.06,0.06
-8.090400e+00,1.96,-0.04,0.04
-8.090000e+00,2,-0.06,0.02
-8.089600e+00,1.96,-0.04,0.04
-8.089200e+00,2,-0.04,0.06
-8.088800e+00,1.96,-0.04,0.06
-8.088400e+00,2,-0.06,0.06
-8.088000e+00,1.96,-0.06,0.08
-8.087600e+00,1.96,-0.06,0.06
-8.087200e+00,2,-0.04,0.06
-8.086800e+00,2,-0.04,0.02
-8.086400e+00,1.96,-0.02,0.02
-8.086000e+00,2,-0.04,0.04
-8.085600e+00,2,-0.06,0.06
-8.085200e+00,2,-0.06,0.06
-8.084800e+00,2.04,-0.04,0.06
-8.084400e+00,2.04,-0.04,0.04
-8.084000e+00,2,-0.04,0.04
-8.083600e+00,2,-0.04,0.06
-8.083200e+00,1.96,-0.06,0.06
-8.082800e+00,1.96,-0.04,0.04
-8.082400e+00,2,-0.06,0.04
-8.082000e+00,2,-0.06,0.06
-8.081600e+00,2,-0.02,0.06
-8.081200e+00,2,-0.04,0.06
-8.080800e+00,2.04,-0.06,0.04
-8.080400e+00,2.04,-0.04,0.04
-8.080000e+00,1.96,-0.06,0.06
-8.079600e+00,1.96,-0.06,0.06
-8.079200e+00,2,-0.02,0.06
-8.078800e+00,2,-0.06,0.06
-8.078400e+00,2,-0.04,0.06
-8.078000e+00,2,-0.04,0.06
-8.077600e+00,1.96,-0.04,0.04
-8.077200e+00,2,-0.06,0.06
-8.076800e+00,2,-0.06,0.06
-8.076400e+00,2,-0.04,0.06
-8.076000e+00,2,-0.04,0.06
-8.075600e+00,2.04,-0.06,0.06
-8.075200e+00,1.96,-0.04,0.04
-8.074800e+00,2,-0.04,0.06
-8.074400e+00,1.96,-0.06,0.06
-8.074000e+00,2,-0.04,0.06
-8.073600e+00,2,-0.04,0.06
-8.073200e+00,2,-0.08,0.04
-8.072800e+00,2,-0.04,0.06
-8.072400e+00,2.04,-0.06,0.06
-8.072000e+00,2.04,-0.06,0.04
-8.071600e+00,1.96,-0.02,0.06
-8.071200e+00,2,-0.04,0.06
-8.070800e+00,1.96,-0.02,0.06
-8.070400e+00,1.96,-0.06,0.06
-8.070000e+00,2,-0.04,0.06
-8.069600e+00,1.96,-0.04,0.06
-8.069200e+00,2,-0.06,0.04
-8.068800e+00,2,-0.04,0.02
-8.068400e+00,2,-0.04,0.06
-8.068000e+00,2,-0.04,0.04
-8.067600e+00,2,-0.06,0.06
-8.067200e+00,2,-0.04,0.06
-8.066800e+00,2,-0.04,0.04
-8.066400e+00,1.96,-0.04,0.06
-8.066000e+00,1.96,-0.04,0.06
-8.065600e+00,2,-0.06,0.06
-8.065200e+00,2,-0.04,0.06
-8.064800e+00,1.96,-0.04,0.04
-8.064400e+00,2,-0.06,0.04
-8.064000e+00,2.04,-0.02,0.06
-8.063600e+00,2.04,-0.04,0.04
-8.063200e+00,2,-0.04,0.04
-8.062800e+00,2,-0.06,0.06
-8.062400e+00,2,-0.06,0.06
-8.062000e+00,2.04,-0.06,0.06
-8.061600e+00,2,-0.06,0.06
-8.061200e+00,1.96,-0.02,0.06
-8.060800e+00,2.04,-0.06,0.06
-8.060400e+00,2,-0.04,0.06
-8.060000e+00,2.04,-0.06,0.06
-8.059600e+00,2,-0.04,0.08
-8.059200e+00,1.96,-0.04,0.06
-8.058800e+00,2.04,-0.04,0.04
-8.058400e+00,2,-0.06,0.06
-8.058000e+00,2.04,-0.04,0.04
-8.057600e+00,2.04,-0.06,0.08
-8.057200e+00,2,-0.04,0.06
-8.056800e+00,2.04,-0.06,0.04
-8.056400e+00,2,-0.04,0.06
-8.056000e+00,2,-0.06,0.06
-8.055600e+00,2.04,-0.06,0.06
-8.055200e+00,2,-0.04,0.06
-8.054800e+00,2,-0.06,0.08
-8.054400e+00,2,-0.06,0.06
-8.054000e+00,1.96,-0.06,0.06
-8.053600e+00,2,-0.06,0.06
-8.053200e+00,2,-0.04,0.06
-8.052800e+00,2,-0.04,0.06
-8.052400e+00,2,-0.04,0.06
-8.052000e+00,2,-0.04,0.04
-8.051600e+00,2,-0.06,0.04
-8.051200e+00,1.96,-0.04,0.06
-8.050800e+00,2,-0.06,0.06
-8.050400e+00,2,-0.04,0.06
-8.050000e+00,2,-0.04,0.06
-8.049600e+00,1.96,-0.04,0.06
-8.049200e+00,1.96,-0.04,0.06
-8.048800e+00,1.96,-0.02,0.04
-8.048400e+00,1.96,-0.06,0.06
-8.048000e+00,2,-0.02,0.06
-8.047600e+00,2,-0.04,0.06
-8.047200e+00,1.96,-0.06,0.06
-8.046800e+00,2,-0.06,0.06
-8.046400e+00,2,-0.06,0.06
-8.046000e+00,2,-0.06,0.06
-8.045600e+00,2,-0.04,0.06
-8.045200e+00,1.96,-0.04,0.06
-8.044800e+00,1.96,-0.04,0.06
-8.044400e+00,1.96,-0.04,0.06
-8.044000e+00,1.96,-0.02,0.04
-8.043600e+00,2.04,-0.06,0.08
-8.043200e+00,2,-0.04,0.06
-8.042800e+00,2,-0.06,0.06
-8.042400e+00,1.96,-0.04,0.04
-8.042000e+00,2,-0.04,0.06
-8.041600e+00,2,-0.06,0.06
-8.041200e+00,2,-0.04,0.04
-8.040800e+00,2.04,-0.04,0.04
-8.040400e+00,1.96,-0.04,0.06
-8.040000e+00,2,-0.04,0.04
-8.039600e+00,2.04,-0.04,0.06
-8.039200e+00,1.96,-0.04,0.06
-8.038800e+00,2.04,-0.04,0.06
-8.038400e+00,2,-0.06,0.06
-8.038000e+00,2,-0.06,0.06
-8.037600e+00,2,-0.06,0.04
-8.037200e+00,2.04,-0.04,0.06
-8.036800e+00,2,-0.04,0.08
-8.036400e+00,2,-0.06,0.04
-8.036000e+00,1.96,-0.04,0.04
-8.035600e+00,2,-0.04,0.06
-8.035200e+00,2.04,-0.04,0.06
-8.034800e+00,1.96,-0.04,0.06
-8.034400e+00,2.04,-0.04,0.02
-8.034000e+00,2,-0.04,0.06
-8.033600e+00,2,-0.04,0.06
-8.033200e+00,2.04,-0.06,0.06
-8.032800e+00,2,-0.06,0.06
-8.032400e+00,2,-0.04,0.04
-8.032000e+00,2,-0.06,0.04
-8.031600e+00,1.96,-0.04,0.06
-8.031200e+00,2.04,-0.06,0.06
-8.030800e+00,2.04,-0.06,0.06
-8.030400e+00,2.04,-0.06,0.06
-8.030000e+00,2,-0.04,0.06
-8.029600e+00,2.04,-0.06,0.04
-8.029200e+00,2,-0.02,0.06
-8.028800e+00,2,-0.06,0.04
-8.028400e+00,2.04,-0.06,0.06
-8.028000e+00,2,-0.04,0.06
-8.027600e+00,2,-0.06,0.04
-8.027200e+00,2,-0.04,0.06
-8.026800e+00,1.96,-0.06,0.04
-8.026400e+00,2,-0.06,0.06
-8.026000e+00,2,-0.06,0.06
-8.025600e+00,2,-0.06,0.06
-8.025200e+00,2,-0.06,0.06
-8.024800e+00,2,-0.06,0.06
-8.024400e+00,1.96,-0.06,0.06
-8.024000e+00,1.96,-0.08,0.06
-8.023600e+00,2.04,-0.04,0.06
-8.023200e+00,2,-0.06,0.06
-8.022800e+00,1.96,-0.04,0.06
-8.022400e+00,2,-0.06,0.06
